,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_km
3751,Maruti Swift VDI BSIV,210000,120000,Diesel,Individual,Manual,Fourth & Above Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,16,10814.2717360043
3752,Ford Fiesta 1.5 TDCi Titanium,590000,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0,10,23590.5637744902
3753,Hyundai Xcent 1.1 CRDi S,350000,120000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,9,14344.262295081968
3754,Maruti Ignis 1.2 Zeta BSIV,484999,30000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,8,23216.80229775012
3755,Tata Indica Vista TDI LS,240000,110000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,10,12565.44502617801
3756,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000,219000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,17,39062.5
3757,Maruti Alto 800 LXI,300000,80000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,8,12145.748987854251
3758,Maruti Ciaz RS ZDi Plus SHVS,750000,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,9,26699.8932004272
3759,Maruti Swift Dzire VXI,574000,35000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,9,27529.97601918465
3760,Tata Indica Vista Quadrajet 90 VX,200000,167000,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5.0,12,8968.609865470851
3761,Hyundai Creta 1.6 CRDi SX Option,1100000,94000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,9,55922.72496187087
3762,Hyundai Santro Xing GL Plus,350000,80000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,13,19531.249999999996
3763,Maruti 800 DX,70000,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,27,4347.826086956521
3764,Ford Ikon 1.3 Flair,120000,90000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5.0,20,8695.652173913042
3765,Toyota Innova 2.5 G (Diesel) 7 Seater,700000,246000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,7.0,13,53887.60585065435
3766,Maruti Baleno Sigma 1.2,500000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,6,23364.48598130841
3767,Tata Indigo CS LS (TDI) BS-III,370000,90000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,9,19381.87532739654
3768,Tata Tigor 2017-2020 XZ Plus,600000,5200,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,6,29556.650246305417
3769,Maruti Zen LX - BS III,100000,120000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,19,5780.346820809248
3770,Maruti Swift VDI,409999,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,12,17903.886462882096
3771,Honda City i VTEC CVT SV,750000,50000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5.0,9,41666.666666666664
3772,Hyundai Grand i10 1.2 Kappa Asta,600000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,8,31746.03174603175
3773,Mahindra KUV 100 G80 K8 Dual Tone,550000,10500,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,7,30303.030303030304
3774,Renault Duster 110PS Diesel RxZ,950000,26000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,7,48469.387755102034
3775,Mahindra Scorpio VLX 2WD ABS AT BSIII,645000,139000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8.0,11,54707.37913486006
3776,Mahindra XUV500 W8 2WD,750000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,11,49668.87417218543
3777,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,650000,40000,Petrol,Individual,Manual,First Owner,11.7,1796.0,178.0,5.0,19,55555.55555555556
3778,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,800000,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,10,50473.18611987382
3779,Toyota Corolla Altis 1.8 J,350000,60000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.0,5.0,15,24088.093599449418
3780,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,700000,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,10,44164.03785488959
3781,Maruti Swift Dzire ZXi,335000,15000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,14,19142.85714285714
3782,Maruti Swift Dzire LDi,270000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,13,13989.637305699482
3783,Hyundai Santro GLS I - Euro II,52000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,24,2677.81966796297
3784,Maruti Swift Dzire ZDi,320000,100000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,15,16580.310880829016
3785,Hyundai Santro Xing XS,120000,120000,Petrol,Individual,Manual,First Owner,17.8,1086.0,63.0,5.0,18,6741.573033707865
3786,Audi A4 1.8 TFSI,730000,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781.0,163.2,5.0,15,59349.593495934954
3787,Maruti SX4 Vxi BSIII,125000,120000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0,18,8333.333333333334
3788,Maruti Zen Estilo 1.1 LXI BSIII,150000,35000,Petrol,Individual,Manual,First Owner,18.2,1061.0,64.0,5.0,18,8241.758241758242
3789,Maruti Alto 800 LXI,310000,13000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,7,12550.607287449393
3790,Maruti Swift Dzire VDI,625000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,10,23505.077096652876
3791,Hyundai i10 Magna,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,13,13113.948919449902
3792,Hyundai i20 Active 1.2 SX Dual Tone,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,9,34904.01396160558
3793,Maruti Eeco 7 Seater Standard BSIV,180000,110000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7.0,14,11711.125569290827
3794,Toyota Glanza G Smart Hybrid,700000,5000,Petrol,Individual,Manual,First Owner,23.87,1197.0,88.5,5.0,6,29325.513196480937
3795,Maruti 800 AC,121000,50000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,12,7515.5279503105585
3796,Hyundai Grand i10 Asta,350000,80000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,11,18518.51851851852
3797,Toyota Innova 2.5 G (Diesel) 8 Seater,869999,225000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8.0,13,66974.51886066205
3798,Maruti Wagon R LX BSIII,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061.0,64.0,5.0,17,4624.277456647399
3799,Hyundai i10 Era 1.1,120000,93331,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,17,6057.546693589097
3800,Mahindra Scorpio M2DI,370000,120000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,5.0,13,27407.40740740741
3801,Nissan Terrano XL 110 PS,750000,70000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,10,39452.91951604418
3802,Mahindra Bolero Power Plus Plus Non AC BSIV PS,484999,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,10,30388.408521303256
3803,Hyundai Accent CRDi,120000,90000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,19,9160.30534351145
3804,Toyota Fortuner 2.8 4WD AT BSIV,3100000,90000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,9,206117.02127659577
3805,Hyundai Santro LE,35000,184000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,23,1802.3786226673835
3806,Maruti Swift Dzire AMT ZXI Plus,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,6,35360.67892503536
3807,Maruti Gypsy King ST BSIII,350000,80000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8.0,15,29264.21404682274
3808,Mahindra Scorpio VLS 2.2 mHawk,400000,100000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,7.0,17,33195.02074688797
3809,Toyota Etios VD,570000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,10,24162.780839338702
3810,Hyundai EON Era Plus,180000,120000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,13,8530.80568720379
3811,Opel Astra 1.6,68000,110000,Petrol,Individual,Manual,Third Owner,13.1,1598.0,77.0,5.0,27,5190.839694656489
3812,Skoda Octavia Classic 1.9 TDI MT,280000,150000,Diesel,Individual,Manual,Third Owner,18.7,1896.0,66.0,5.0,19,14973.262032085562
3813,Tata Indigo LS,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405.0,70.0,5.0,20,5590.062111801241
3814,Mercedes-Benz M-Class ML 250 CDI,2600000,100000,Diesel,Individual,Automatic,Second Owner,15.26,2143.0,203.2,5.0,10,170380.07863695937
3815,Tata Sumo Gold EX,700000,63000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,7,45751.6339869281
3816,Mercedes-Benz GLA Class 200 CDI,1850000,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5.0,9,103351.95530726257
3817,Ford Ecosport 1.5 DV5 MT Titanium,685000,109000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,10,30176.211453744494
3818,Maruti Swift VDI Windsong Limited edition,565000,114000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,73.94,5.0,10,22420.634920634922
3819,Skoda Octavia Elegance 1.8 TSI AT,1600000,33000,Petrol,Dealer,Automatic,Second Owner,14.7,1798.0,177.5,5.0,8,108843.53741496599
3820,Hyundai Grand i10 CRDi Asta Option,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5.0,11,16458.333333333332
3821,Hyundai i20 Sportz 1.4 CRDi,425000,101000,Diesel,Dealer,Manual,First Owner,21.9,1396.0,88.76,5.0,12,19406.39269406393
3822,Volkswagen Vento 1.5 TDI Highline BSIV,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498.0,108.6,5.0,6,60619.66771441401
3823,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995.0,183.0,5.0,9,119047.61904761905
3824,Renault KWID AMT RXL,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,5.0,7,22254.57570715474
3825,Renault KWID 1.0 RXT Optional,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,5.0,7,21729.682746631897
3826,Maruti Wagon R VXI Opt 1.2,434999,55000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,9,21198.781676413255
3827,Tata Nano XTA,250000,55000,Petrol,Dealer,Automatic,First Owner,21.9,624.0,37.48,4.0,7,11415.525114155253
3828,Hyundai Verna 1.6 SX,700000,117000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5.0,11,31362.007168458782
3829,BMW 3 Series 320d Luxury Line,1100000,102000,Diesel,Dealer,Automatic,First Owner,19.62,1995.0,187.74,5.0,15,56065.23955147808
3830,Volkswagen Passat 2.0 TDI AT Highline,900000,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968.0,175.0,5.0,13,51664.75315729046
3831,Maruti Wagon R VXI 1.2,425000,75000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,10,20711.50097465887
3832,Mercedes-Benz E-Class E 220 CDI Avantgarde,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5.0,14,160000.0
3833,Ford Figo Titanium Diesel,325000,158000,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5.0,12,13319.672131147541
3834,Tata Nexon 1.5 Revotorq XZA Plus,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5.0,6,53023.25581395349
3835,Tata Hexa XE,980000,53000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,8,55681.81818181818
3836,Jeep Compass 2.0 Limited Option 4X4,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3,1956.0,170.0,5.0,8,117791.41104294478
3837,Volkswagen Polo 1.0 TSI Highline Plus,808000,5000,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,5.0,5,44298.24561403509
3838,Maruti Swift Dzire VXI,550000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,11,28795.811518324605
3839,Maruti Alto LXi,215000,64000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,15,10913.705583756346
3840,Ford Figo 1.2P Titanium Opt MT,512000,10500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,9,28193.83259911894
3841,Maruti Alto LXi,215000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,14,10913.705583756346
3842,Skoda Rapid 1.6 TDI Elegance,500000,60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,13,24390.243902439026
3843,Skoda Rapid 1.5 TDI Elegance Black Package,700000,35000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,10,33112.58278145695
3844,Tata Safari DICOR 2.2 LX 4x2,525000,135000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,13,37688.44221105528
3845,Mahindra Scorpio LX BSIV,550000,70000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,14,45643.15352697095
3846,Maruti Vitara Brezza ZDi,750000,80000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,9,30864.197530864196
3847,Maruti Celerio X VXI Option BSIV,395000,25000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,8,18261.673601479426
3848,Hyundai i20 2015-2017 Sportz 1.2,675000,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,8,36290.32258064516
3849,Hyundai Santro Xing GLS,140000,80000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,17,7812.499999999999
3850,Mahindra Scorpio VLX 2WD BSIV,430000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,14,35684.64730290456
3851,Toyota Etios V,270000,167000,Petrol,Individual,Manual,First Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,14,13904.063660576958
3852,Maruti Wagon R LXI BS IV,300000,10000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,11,14627.01121404193
3853,Chevrolet Sail Hatchback Diesel,355000,68000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,12,16063.348416289591
3854,Maruti Alto 800 VXI,180000,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,10,7915.5672823219
3855,Tata Indica GLS BS IV,125000,50000,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5.0,18,8169.934640522875
3856,Maruti Swift VDI BSIV,150000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,19,7724.479811431644
3857,Hyundai Santro Xing XL,95000,60898,Petrol,Individual,Manual,First Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,19,4892.170547240041
3858,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,810000,29700,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,7,32270.916334661353
3859,Hyundai i20 1.4 Magna AT,671000,20000,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5.0,7,36075.2688172043
3860,Maruti Alto 800 VXI,295000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,7,11943.319838056681
3861,Maruti Ertiga SHVS ZDI Plus,850000,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,8,34665.57911908646
3862,Maruti Swift ZDi,409999,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,12,17903.886462882096
3863,Maruti Ertiga VXI,600000,90000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,10,37453.183520599254
3864,Mahindra Bolero 2011-2019 ZLX,600000,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,10,37593.984962406015
3865,Maruti Wagon R LXI BSIII,220000,60000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,13,11640.21164021164
3866,Maruti Swift Dzire VDI,550000,56000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,12,23504.273504273504
3867,Mahindra Scorpio EX,650000,50000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,11,46428.57142857143
3868,Mahindra Scorpio 2009-2014 EX 2WD 9S,655000,50000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,9.0,11,46785.71428571428
3869,Tata Sumo GX 7 Str BSII,130000,74000,Diesel,Individual,Manual,First Owner,13.7,1948.0,68.0,7.0,19,9489.051094890512
3870,Renault Duster 110PS Diesel RxL,400000,123000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,11,21041.557075223565
3871,Maruti Swift 1.3 LXI,250000,60000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,18,12874.133019052739
3872,Maruti Alto LXi,155000,54000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,16,7868.020304568528
3873,Tata Indigo CS eGLS BS IV,250000,50000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,12,15984.6547314578
3874,Hyundai Grand i10 Sportz,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,11,21164.021164021167
3875,Datsun GO A Option Petrol,500000,10000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,6,26288.117770767614
3876,Hyundai Santro Sportz AMT BSIV,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0,7,27832.512315270935
3877,Ford EcoSport 1.5 Diesel Titanium BSIV,900000,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,7,39130.434782608696
3878,Mahindra Bolero Power Plus SLE,650000,120000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,8,39393.93939393939
3879,Mahindra Bolero 2011-2019 ZLX,600000,45000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,12,37593.984962406015
3880,Maruti Swift Dzire VDI,800000,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,7,28169.014084507045
3881,Hyundai i20 Sportz 1.4 CRDi,575000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,10,25510.204081632655
3882,Ford Figo 1.5P Titanium AT,550000,40000,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,5.0,9,32333.92122281011
3883,Maruti SX4 Vxi BSIV,190000,80000,Petrol,Individual,Manual,Third Owner,15.5,1586.0,103.3,5.0,14,12258.064516129032
3884,Ford EcoSport 1.5 Diesel Trend Plus BSIV,750000,37000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,8,32608.695652173912
3885,Maruti Baleno Delta 1.2,625000,22000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,7,29205.607476635516
3886,Hyundai i20 1.4 Asta,799000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,7,35448.09228039042
3887,Maruti Wagon R VXI BS IV,300000,57000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,12,14627.01121404193
3888,Maruti Ciaz 1.4 Alpha,850000,27000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,8,41003.37674867342
3889,Chevrolet Spark 1.0 LT,130000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,13,7222.222222222223
3890,Maruti Alto K10 2010-2014 VXI,229999,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,14,10994.216061185467
3891,Maruti Celerio ZXI,400000,60000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,10,17316.017316017314
3892,Mahindra Thar CRDe,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,7,54380.664652567975
3893,Mahindra Scorpio 1.99 S4,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,10,51948.05194805194
3894,Hyundai EON Era Plus,250999,43000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,10,11895.687203791469
3895,Tata Manza Aqua Safire,250000,110000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,5.0,14,16666.666666666668
3896,Fiat Punto 1.2 Active,100000,100000,Petrol,Individual,Manual,Second Owner,15.7,1172.0,67.0,5.0,16,6369.426751592357
3897,Maruti Swift VXI Optional,450000,64000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,9,22058.823529411766
3898,Renault Duster 85PS Diesel STD,575000,96000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,8,28938.09763462506
3899,Renault Duster 85PS Diesel RxL Optional,400000,96000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5.0,12,19550.34213098729
3900,Maruti Celerio X ZXI BSIV,480000,7600,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,6,22191.400832177533
3901,Maruti Celerio X ZXI BSIV,490000,7000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,6,22653.721682847896
3902,Tata Indigo LX,150000,120000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,18,8823.529411764706
3903,Tata Bolt Quadrajet XM,600000,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,8,26143.790849673205
3904,Hyundai Xcent 1.1 CRDi SX Option,500000,50000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,10,20491.803278688527
3905,Tata Zest Quadrajet 1.3 Anniversary Edition,425000,80000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5.0,10,18478.260869565216
3906,Hyundai Accent DLS,108000,200000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,22,8244.274809160306
3907,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,1030000,190000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,10,79291.76289453426
3908,Maruti Wagon R VXI Optional,360000,34000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,10,17552.413456850314
3909,Volkswagen Polo Petrol Comfortline 1.2L,290000,80000,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,5.0,13,17607.771706132364
3910,Maruti Esteem DI,70000,20000,Diesel,Individual,Manual,First Owner,15.9,1527.0,57.0,5.0,22,4402.5157232704405
3911,Tata Sumo CX,320000,70000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.8,7.0,13,20915.03267973856
3912,Hyundai Verna 1.6 SX CRDi (O),755000,29340,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,11,33826.16487455197
